,word,word_freq,doc_freq,group_freq
75282,judg,1,1,1
75283,ica,1,1,1
75284,postpone,4,4,3
75285,whole-heartedly,4,4,3
75286,mielke,4,4,2
75287,cruz-uribe,2,2,1
75288,qumran,12,5,2
75289,fitzmyer,2,1,1
75290,paulist,1,1,1
75291,the-moment,1,1,1
75292,nichael,3,3,1
75293,liturgy,44,10,3
75294,grace-filled,3,3,1
75295,liturgical,9,7,2
75296,oddballs,2,2,1
75297,facetiously,3,3,2
75298,congregational,3,3,1
75299,wilkerson,8,6,1
75300,gilham,5,5,1
75301,indepth,1,1,1
75302,attitutes,1,1,1
75303,questionnaires,3,3,3
75304,apostle,58,40,3
75305,especial,3,3,1
75306,brotherly,1,1,1
75307,prophetically,3,2,1
75308,prophecied,6,4,1
75309,bishoprick,3,3,1
75310,preterist,2,2,1
75311,mussack,15,14,1
75312,beseeched,2,2,2
75313,murrillo,1,1,1
75314,murillo,1,1,1
75315,ireneaus,1,1,1
75316,prophesied,6,5,2
75317,agabus,1,1,1
75318,tounges,8,3,1
75319,healings,2,2,1
75320,lusted,1,1,1
75321,debilitating,3,3,2
75322,atoned,5,4,2
75323,pennance,1,1,1
75324,modern-day,7,7,2
75325,lepers,2,1,1
75326,next-door,1,1,1
75327,glorified,8,8,2
75328,conditt,7,7,1
75329,ttttttttttttttt,2,2,1
75330,ttttttttttttt,2,2,1
75331,ttttttt,2,2,1
75332,essene,5,4,3
75333,kille,3,3,1
75334,reponded,1,1,1
75335,gnostics,7,4,1
75336,essenes,1,1,1
75337,syriac,5,2,1
75338,fakes,2,2,1
75339,furnishing,1,1,1
75340,archeological,2,2,1
75341,unoccupied,1,1,1
75342,redemption,15,14,2
75343,goodspeed,2,2,1
75344,rolfe,4,4,1
75345,sufferings,7,7,4
75346,consipracy,3,3,1
75347,scourging,3,3,1
75348,pottery,3,3,1
75349,philippians,7,4,2
75350,over-simplifications,1,1,1
75351,eschatology,8,4,2
75352,visionaries,3,3,2
75353,unbending,1,1,1
75354,audibly,1,1,1
75355,yardstick,1,1,1
75356,blass,4,1,1
75357,hermeneutrik,1,1,1
75358,kritik,1,1,1
75359,einleitende,1,1,1
75360,hilfsdisziplinen,1,1,1
75361,handbuch,1,1,1
75362,klassischen,1,1,1
75363,altertums,1,1,1
75364,wissenshaft,1,1,1
75365,noerdlingen,1,1,1
75366,nibley,10,6,2
75367,deseret,3,3,3
75368,holographs,2,1,1
75369,monastary,1,1,1
75370,holograph,1,1,1
75371,forgers,1,1,1
75372,non-specific,1,1,1
75373,anthropologist,3,3,3
75374,browbeat,2,2,1
75375,offshoots,5,5,1
75376,unshaken,1,1,1
75377,pilgrim,3,3,3
75378,spritual,3,3,1
75379,politcal,1,1,1
75380,maleness,2,1,1
75381,non-discriminatory,1,1,1
75382,disparages,1,1,1
75383,neuter,1,1,1
75384,pronouns,3,2,2
75385,virgilio,9,9,1
75386,affirm,11,10,2
75387,unfaithfully,3,3,1
75388,satisfiable,3,3,1
75389,chariot,5,5,1
75390,flourishes,5,3,1
75391,pities,2,2,1
75392,non-believer,6,5,2
75393,fakeness,2,2,1
75394,stowell,8,4,1
75395,mbi,1,1,1
75396,sturm,2,2,2
75397,traditon,1,1,1
75398,admonish,4,4,2
75399,sorrowful,1,1,1
75400,forgave,3,3,1
75401,admonishing,1,1,1
75402,kulikauskas,14,13,1
75403,befriend,1,1,1
75404,premarital,2,2,1
75405,cavano,1,1,1
75406,pantheistic,1,1,1
75407,consumerism,2,1,1
75408,rapacious,1,1,1
75409,etymologically,5,5,2
75410,pesach,8,7,3
75411,seder,5,4,2
75412,mistranslated,2,2,1
75413,life-decisions,1,1,1
75414,seanna,7,7,1
75415,abstaining,3,3,2
75416,vulva,4,1,1
75417,aquinas,17,14,2
75418,faddishness,1,1,1
75419,anglicanism,1,1,1
75420,heirarchs,1,1,1
75421,sacremental,1,1,1
75422,ludicrosity,1,1,1
75423,carzy,2,2,1
75424,odder,2,2,1
75425,uncharitable,2,2,1
75426,pieties,1,1,1
75427,institional,1,1,1
75428,ecclesia,3,2,1
75429,koinoia,1,1,1
75430,ecumenical,11,8,1
75431,reformers,16,12,2
75432,proto-protestants,1,1,1
75433,overrepresented,3,3,2
75434,courted,1,1,1
75435,virgins,2,2,2
75436,suspecting,3,3,2
75437,wierdos,2,2,2
75438,revisionism,39,31,3
75439,tempt,3,2,2
75440,prudery,1,1,1
75441,ques,3,3,2
75442,breastplate,7,7,1
75443,immmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,1,1,1
75444,hmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,1,1,1
75445,scourge,5,5,3
75446,scourged,2,2,1
75447,cephas,1,1,1
75448,untimely,1,1,1
75449,labored,3,3,2
75450,perished,25,23,5
75451,pitied,1,1,1
75452,pontius,3,3,2
75453,perpetrate,4,4,2
75454,rosary,3,2,1
75455,deacons,4,4,1
75456,narrator,3,3,1
75457,chants,10,7,4
75458,pastoral,15,7,2
75459,church-wide,1,1,1
75460,procession,9,4,2
75461,single-reader,1,1,1
75462,briefer,2,2,1
75463,canonically,1,1,1
75464,parishes,9,7,1
75465,parishioners,3,3,2
75466,non-confrontational,1,1,1
75467,mis-remembering,1,1,1
75468,compassionately,1,1,1
75469,rememdy,1,1,1
75470,remids,1,1,1
75471,overacker,25,13,1
75472,quarrels,2,2,1
75473,rejoices,3,3,1
75474,repenting,7,7,2
75475,misperceiving,1,1,1
75476,repetence,1,1,1
75477,sinning,20,18,2
75478,cardenas,7,6,1
75479,listsev,1,1,1
75480,embroiled,5,5,2
75481,glorifies,4,3,3
75482,unclean,10,9,2
75483,nas,5,3,2
75484,unholy,3,2,1
75485,chiefest,3,3,1
75486,segard,1,1,1
75487,grafted,3,3,1
75488,abram,2,2,1
75489,messianics,1,1,1
75490,covenants,8,7,2
75491,israelite,12,8,2
75492,heirs,17,15,4
75493,commandmants,1,1,1
75494,transgression,10,10,3
75495,lecointe,6,6,2
75496,untitled,2,2,2
75497,cartoonist,1,1,1
75498,damascus,12,12,4
75499,persecuting,8,7,3
75500,god-breathed,5,3,1
75501,boice,1,1,1
75502,darn-near,1,1,1
75503,pleads,3,3,2
75504,misleadingess,1,1,1
75505,etymology,14,12,2
75506,overtranslation,1,1,1
75507,mailmen,1,1,1
75508,super-apostles,1,1,1
75509,non-need,1,1,1
75510,stevens-tech,1,1,1
75511,nunez,1,1,1
75512,altare,2,2,1
75513,deum,2,2,1
75514,laetificat,1,1,1
75515,juventutem,1,1,1
75516,meam,1,1,1
75517,wavered,2,2,1
75518,colossians,11,10,2
75519,consciences,3,3,2
75520,deceitfulness,1,1,1
75521,cop-out,1,1,1
75522,fellow-netters,1,1,1
75523,alltough,1,1,1
75524,self-sacrifice,1,1,1
75525,unselfish,2,2,1
75526,untolerable,1,1,1
75527,fruitfulness,2,2,1
75528,communion,31,21,2
75529,praising,3,3,2
75530,strives,4,4,3
75531,cliquey,1,1,1
75532,pricipate,1,1,1
75533,weirder,1,1,1
75534,faddish,1,1,1
75535,recom,1,1,1
75536,salutary,1,1,1
75537,antidote,2,2,2
75538,weirdos,1,1,1
75539,groupings,1,1,1
75540,overstrain,1,1,1
75541,self-deprecatory,1,1,1
75542,veyne,1,1,1
75543,foucault,1,1,1
75544,worship-and,1,1,1
75545,seminarians,1,1,1
75546,vespers,1,1,1
75547,confessional,9,9,1
75548,shk,7,1,1
75549,paganus,1,1,1
75550,cognate,2,2,1
75551,paisano,1,1,1
75552,paganism,14,7,1
75553,interconnected,1,1,1
75554,ormation,1,1,1
75555,ather,1,1,1
75556,economos,1,1,1
75557,denominational,6,6,1
75558,dialectical,4,4,2
75559,iliad,4,3,1
75560,goddesses,3,2,2
75561,terlep,11,11,1
75562,incestuous,9,7,1
75563,vituperousness,5,5,1
75564,eggertsen,5,5,1
75565,perterist,1,1,1
75566,captivity,11,7,2
75567,destructioin,1,1,1
75568,intercession,5,5,3
75569,mediator,4,3,1
75570,reproval,1,1,1
75571,betray,3,3,2
75572,foreknowledge,3,2,1
75573,resurrec,1,1,1
75574,tianity,1,1,1
75575,embalmed,1,1,1
75576,sanhedrin,4,4,1
75577,bitterness,1,1,1
75578,arimathea,1,1,1
75579,bility,2,2,1
75580,kirsopp,1,1,1
75581,dearest,2,2,2
75582,governor,67,44,5
75583,monly,1,1,1
75584,valueless,1,1,1
75585,shallowness,1,1,1
75586,sordidness,1,1,1
75587,heffern,1,1,1
75588,despairing,1,1,1
75589,histor,1,1,1
75590,ically,1,1,1
75591,literalness,1,1,1
75592,antisuperanaturalistic,1,1,1
75593,mather,1,1,1
75594,witherspoon,3,3,3
75595,compan,1,1,1
75596,ionship,1,1,1
75597,shineth,1,1,1
75598,jillustrate,1,1,1
75599,describeth,1,1,1
75600,blessedness,3,3,1
75601,imputeth,1,1,1
75602,impute,2,2,2
75603,foregiveness,1,1,1
75604,testaments,4,4,1
75605,dispensational,2,2,1
75606,millenium,3,3,1
75607,rulership,1,1,1
75608,lawgiver,1,1,1
75609,bema,1,1,1
75610,albrecht,11,10,2
75611,fulfillments,1,1,1
75612,tenet,7,7,2
75613,environmentalism,3,3,1
75614,feminine,12,9,1
75615,sexless,4,4,1
75616,male-dominated,2,1,1
75617,feeelings,1,1,1
75618,seperation,4,4,2
75619,hesitations,4,4,1
75620,schoolyard,2,2,1
75621,existentialist,1,1,1
75622,essense,2,2,1
75623,disasterously,1,1,1
75624,leaven,1,1,1
75625,gaves,1,1,1
75626,materialists,3,3,1
75627,excercises,1,1,1
75628,malcusco,2,2,1
75629,adamantly,2,2,2
75630,powerfully,2,2,1
75631,disregardful,1,1,1
75632,tapestry,4,3,3
75633,faulkner,1,1,1
75634,eph,11,5,1
75635,imporant,1,1,1
75636,eng'g,6,6,1
75637,roboticist-in,6,6,1
75638,evenson,1,1,1
75639,macarthur,8,8,3
75640,queation,1,1,1
75641,groetnis,1,1,1
75642,plagues,8,7,1
75643,non-denominational,4,4,1
75644,baptised,10,9,1
75645,professing,1,1,1
75646,balled,1,1,1
75647,descretely,1,1,1
75648,afront,1,1,1
75649,dishonored,1,1,1
75650,double-fulfillment,3,1,1
75651,apostolic,10,9,3
75652,imagry,1,1,1
75653,and-so,1,1,1
75654,vestments,2,1,1
75655,relics,2,2,2
75656,bestows,5,4,2
75657,holiness,10,10,3
75658,referent,5,5,2
75659,consecrated,11,8,4
75660,pita,1,1,1
75661,desacration,3,3,2
75662,perfrom,1,1,1
75663,liturgomaniac,1,1,1
75664,ersatz-folk,1,1,1
75665,mis-analysis,1,1,1
75666,hymn,5,5,2
75667,taize,13,2,1
75668,well-explained,1,1,1
75669,pre-vatican,1,1,1
75670,harking,1,1,1
75671,oratorian,1,1,1
75672,aneste,1,1,1
75673,voskrezhne,1,1,1
75674,halsall,3,3,2
75675,appointee,7,7,2
75676,pentacostal,6,6,1
75677,deforestation,6,6,2
75678,redwoods,5,5,1
75679,perpetuation,2,1,1
75680,e-ternal,1,1,1
75681,super-survival,1,1,1
75682,eskimos,2,1,1
75683,corliss,1,1,1
75684,ioi,1,1,1
75685,non-absolute,4,4,1
75686,professes,2,2,2
75687,propitiation,1,1,1
75688,niv,16,15,3
75689,dalcs,5,5,1
75690,armstrng,5,5,1
75691,crossan,3,2,1
75692,flogged,3,2,1
75693,antiquity,13,11,2
75694,mediorce,2,2,1
75695,saducees,1,1,1
75696,divinitation,2,2,1
75697,monotheism,3,3,2
75698,evangelistic,8,6,2
75699,scapegoats,6,6,4
75700,nero,7,6,2
75701,decipleship,1,1,1
75702,trainning,1,1,1
75703,mutuality,3,3,1
75704,headship,2,2,1
75705,molas,6,6,1
75706,religion-as,2,2,1
75707,explanation-of,2,2,1
75708,time-space,3,3,1
75709,impersonal,11,6,2
75710,unprovable,10,8,2
75711,chonak,5,5,1
75712,intp,2,2,1
75713,nuanced,1,1,1
75714,erupt,6,3,2
75715,hepis,1,1,1
75716,marital,4,4,2
75717,ahmadiyya,22,2,1
75718,discus,2,2,2
75719,liefs,1,1,1
75720,reli,4,2,1
75721,gions,3,1,1
75722,puissant,1,1,1
75723,ahmadi,9,3,2
75724,rivalries,1,1,1
75725,iorating,1,1,1
75726,dialo,2,2,1
75727,gue,2,2,1
75728,squalid,2,2,1
75729,moderators,6,3,1
75730,proponants,1,1,1
75731,nabeel,4,3,2
75732,rana,3,2,1
75733,co-moderator,2,2,1
75734,tahir,4,3,2
75735,ijaz,5,3,2
75736,sation,2,2,1
75737,qadian,2,2,1
75738,hazrat,4,2,1
75739,mirza,16,9,4
75740,ghulam,2,2,1
75741,reformer,3,3,2
75742,foretold,4,4,2
75743,judiasm,2,2,2
75744,duism,1,1,1
75745,priestlike,1,1,1
75746,tians,1,1,1
75747,hindus,7,7,3
75748,nessed,1,1,1
75749,erhood,1,1,1
75750,cially,3,3,2
75751,intollerance,1,1,1
75752,tablished,2,2,1
75753,authoratative,3,2,1
75754,inself,1,1,1
75755,accredit,2,1,1
75756,necessarilly,6,4,2
75757,rediscover,2,2,2
75758,woring,1,1,1
75759,scintific,4,3,1
75760,ofinformation,1,1,1
75761,non-falsifiable,5,5,1
75762,unscintific,2,2,1
75763,jungles,10,10,2
75764,irrigate,7,7,1
75765,innappropriate,2,2,1
75766,clanging,2,2,1
75767,litury,1,1,1
75768,uncongenial,1,1,1
75769,god-shaped,14,8,1
75770,substance-abuse,5,5,2
75771,joy-filled,4,3,1
75772,apparitions,21,10,1
75773,salle,2,2,1
75774,offsprings,4,2,1
75775,unfaithful,4,4,1
75776,reparations,23,20,3
75777,mourning,19,14,5
75778,townfolks,4,1,1
75779,spred,1,1,1
75780,marida,9,8,1
75781,prupose,2,2,1
75782,warm-blooded,2,2,1
75783,confucianism,4,4,1
75784,zoerasterism,4,4,1
75785,shintoism,4,4,1
75786,hambly,1,1,1
75787,glimpses,1,1,1
75788,original-source,1,1,1
75789,dictioanry,1,1,1
75790,arrognace,1,1,1
75791,haughtiness,1,1,1
75792,authority-questioning,1,1,1
75793,defying-any,1,1,1
75794,theist-to,1,1,1
75795,apologozing,1,1,1
75796,offfended,1,1,1
75797,nicodemus,4,4,1
75798,jinjang,1,1,1
75799,unsearchable,1,1,1
75800,stip,1,1,1
75801,arndt,1,1,1
75802,idiocyncracy,2,2,1
75803,missiology,17,10,1
75804,bocher,2,2,1
75805,rubrics,3,2,2
75806,eucharistic,2,2,1
75807,liturgically,1,1,1
75808,stravinskas,1,1,1
75809,non-catholics,2,2,1
75810,disobedient,8,4,1
75811,creps,11,11,1
75812,evangelicals,18,12,2
75813,inerrantist,6,4,2
75814,zeke,3,1,1
75815,knowably,2,1,1
75816,provine,10,10,2
75817,passsage,1,1,1
75818,fiduciary,2,1,1
75819,petitioner,1,1,1
75820,forumula,1,1,1
75821,thanksgiving,2,2,2
75822,masculine,9,7,2
75823,even-handed,4,4,4
75824,assurred,1,1,1
75825,presuppositions,4,2,1
75826,deified,2,2,1
75827,derrogatory,1,1,1
75828,supplants,2,2,2
75829,here-and,1,1,1
75830,compels,4,4,2
75831,accom,1,1,1
75832,plished,1,1,1
75833,skep,1,1,1
75834,ticism,1,1,1
75835,shoots-up,1,1,1
75836,snorts,1,1,1
75837,knit,4,4,3
75838,appelation,2,2,1
75839,credulity,1,1,1
75840,buckland,1,1,1
75841,deceives,2,2,2
75842,tagore,1,1,1
75843,proselytism,10,4,1
75844,childhoods,2,2,2
75845,considerd,1,1,1
75846,decipline,1,1,1
75847,sspx,20,5,1
75848,pius,12,6,1
75849,schismatic,20,4,1
75850,sensus,1,1,1
75851,bicephalous,1,1,1
75852,ecumenism,1,1,1
75853,fairwell,1,1,1
75854,viva,4,4,1
75855,cristo,4,4,1
75856,rey,5,5,2
75857,gippsland,2,2,1
75858,jhs,2,2,1
75859,switchback,2,2,1
75860,eashtar,2,2,1
75861,ishtarti,2,2,1
75862,spellings,2,2,1
75863,whore,15,8,3
75864,immeadiately,2,2,1
75865,ressurection,7,7,1
75866,envoking,1,1,1
75867,rasheet,2,2,1
75868,unbiblical,4,4,1
75869,repave,1,1,1
75870,afro-canadiantop,1,1,1
75871,blacktop,1,1,1
75872,philemon,4,2,1
75873,godess,1,1,1
75874,eostre,2,2,1
75875,proto-germanic,1,1,1
75876,austron,1,1,1
75877,neo-pagans,1,1,1
75878,passsover,1,1,1
75879,vernal,1,1,1
75880,etymological,2,2,1
75881,louw,3,3,2
75882,seagard,1,1,1
75883,idiosyncratic,2,2,2
75884,levitical,9,7,2
75885,levite,2,2,1
75886,bloodline,3,3,1
75887,non-issues,1,1,1
75888,cadburry,1,1,1
75889,vows,9,6,2
75890,unswervingly,3,3,1
75891,logistical,4,4,2
75892,beleif,2,2,1
75893,sysops,1,1,1
75894,perpetuated,1,1,1
75895,incedently,2,2,1
75896,salette,1,1,1
75897,volubility,3,3,1
75898,preaches,6,5,1
75899,whill,2,2,1
75900,bartletts,1,1,1
75901,neimoller,1,1,1
75902,purposefull,1,1,1
75903,jeeze,6,6,2
75904,lenten,1,1,1
75905,same-sex,15,11,2
75906,slavonic,1,1,1
75907,slavon,1,1,1
75908,over-ride,3,3,1
75909,prolongs,1,1,1
75910,themseles,1,1,1
75911,unravelling,2,2,1
75912,displeasing,2,2,1
75913,thermometers,1,1,1
75914,cherish,4,4,3
75915,penned,1,1,1
75916,head-trip,1,1,1
75917,indwelling,2,2,1
75918,scholasticism,1,1,1
75919,head-covering,1,1,1
75920,corinth,4,3,2
75921,codings,1,1,1
75922,conveys,7,7,3
75923,manifested,12,10,3
75924,preposition,1,1,1
75925,cinsider,2,2,2
75926,ofm,4,4,1
75927,magi-cult,1,1,1
75928,chrisitanity,1,1,1
75929,conjectures,4,3,3
75930,conservatives,44,29,4
75931,chuch,1,1,1
75932,lutherans,9,9,3
75933,lector,2,1,1
75934,tenebrae,1,1,1
75935,selfless,2,2,2
75936,wishy-washy,1,1,1
75937,sacrament,4,4,1
75938,penance,4,4,1
75939,beared,1,1,1
75940,kershner,2,1,1
75941,adventist,10,10,3
75942,celia,1,1,1
75943,immmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,1,1,1
75944,hmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,1,1,1
75945,demean,3,3,2
75946,overruling,2,1,1
75947,garred,1,1,1
75948,springdale,1,1,1
75949,african-american,8,8,2
75950,second-class,4,4,3
75951,estabished,1,1,1
75952,hypocricy,4,3,2
75953,god-willing,1,1,1
75954,at-home,1,1,1
75955,sherlette,3,3,1
75956,demonstable,1,1,1
75957,universalizing,1,1,1
75958,nonuniversal,1,1,1
75959,vaugely,2,2,2
75960,unusefull,1,1,1
75961,falty,2,2,1
75962,embrase,2,2,1
75963,presious,1,1,1
75964,fews,1,1,1
75965,opinon,1,1,1
75966,acepting,1,1,1
75967,evver,1,1,1
75968,raw-edged,1,1,1
75969,winking,1,1,1
75970,punic,1,1,1
75971,peloponnesian,1,1,1
75972,schaffner,5,5,3
75973,slac,3,3,3
75974,embark,3,3,2
75975,realible,2,2,1
75976,realiability,6,2,1
75977,lexicon,20,8,2
75978,scofield,6,2,1
75979,wilfred,2,1,1
75980,s'pore,2,2,1
75981,unquestioningly,5,5,3
75982,trendiest,1,1,1
75983,tophat-and,1,1,1
75984,song-and,1,1,1
75985,hypocrasy,1,1,1
75986,claimants,10,6,4
75987,infallibale,1,1,1
75988,demostratably,1,1,1
75989,hid,23,12,3
75990,graverobbers,5,4,1
75991,grave-robbing,3,3,1
75992,non-literal,1,1,1
75993,punishement,3,3,1
75994,respite,3,3,2
75995,exhort,3,3,2
75996,acrid,4,3,1
75997,professed,14,12,4
75998,spiritually,25,25,3
75999,sweetness,4,4,2
76000,net-warriors,3,3,1
76001,chrisitan,3,3,1
76002,sweetie,6,5,2
76003,contrer,1,1,1
76004,captitan,1,1,1
76005,desciple,1,1,1
76006,logico-philosphicus,1,1,1
76007,tractatus,2,1,1
76008,transcended,1,1,1
76009,deepened,2,2,2
76010,vonwrights,1,1,1
76011,insuperable,1,1,1
76012,perspicacious,1,1,1
76013,conveyance,5,5,2
76014,revealation,1,1,1
76015,unlieing,1,1,1
76016,thinketh,1,1,1
76017,expounding,1,1,1
76018,knowable,6,3,1
76019,epistimology,1,1,1
76020,wycliffe,6,5,1
76021,wycomb,1,1,1
76022,unitarian,2,2,2
76023,hoskins,1,1,1
76024,bibligraphies,2,2,1
76025,froehlich,2,2,1
76026,eerdman,3,2,1
76027,otheres,1,1,1
76028,decalogue,3,2,1
76029,covenanent,2,1,1
76030,undergirded,1,1,1
76031,heb,17,9,2
76032,strident,7,7,3
76033,sabbaths,1,1,1
76034,thinsg,1,1,1
76035,hallowed,10,8,4
76036,bible-study,4,4,2
76037,guidannce,1,1,1
76038,self-justification,1,1,1
76039,wherefore,5,5,2
76040,seventh-day,5,5,2
76041,assos,1,1,1
76042,icor,1,1,1
76043,anti-legal,1,1,1
76044,esteeming,4,3,1
76045,nnregular,2,2,1
76046,instigated,6,6,4
76047,galveston,1,1,1
76048,reagan-bush,3,3,2
76049,unwed,2,2,2
76050,synagogue,10,9,2
76051,harangue,1,1,1
76052,teneis,7,7,1
76053,pensar,7,7,1
76054,haya,7,7,1
76055,venido,14,7,1
76056,traer,14,7,1
76057,tierra,7,7,1
76058,sino,7,7,1
76059,vulgata,7,7,1
76060,latina,8,8,1
76061,impenitent,2,2,1
76062,petitions,18,11,5
76063,kiefer,34,34,1
76064,alastair,5,4,1
76065,penal,9,7,3
76066,lead-in,1,1,1
76067,properly-formed,2,2,1
76068,materialistic,6,6,3
76069,substatiation,2,2,1
76070,divisive,6,6,4
76071,wbt,8,5,1
76072,sil,5,5,1
76073,exemplery,1,1,1
76074,christianising,1,1,1
76075,missionaries,11,10,3
76076,praiseworthy,12,12,4
76077,reproach,8,7,2
76078,underdeveloped,2,2,2
76079,resson,4,4,1
76080,worldviews,1,1,1
76081,undiscussed,2,2,1
76082,friendships,4,2,1
76083,blabbered,1,1,1
76084,selbyn,1,1,1
76085,liew,1,1,1
76086,apologetics,3,2,1
76087,instigate,5,5,2
76088,pharisitical,3,2,1
76089,chins,1,1,1
76090,salaris,5,5,1
76091,guerillas,38,14,2
76092,imperialistic,3,3,2
76093,tzotzil-spanish,1,1,1
76094,tzotzil,1,1,1
76095,exploitation,6,4,3
76096,repression,9,7,3
76097,sectas,1,1,1
76098,religiosidad,1,1,1
76099,comprehended,3,3,1
76100,sjoen,1,1,1
76101,gulaksveien,1,1,1
76102,stavanger,1,1,1
76103,david-s,1,1,1
76104,rogaland,1,1,1
76105,l'abri,2,1,1
76106,erl,1,1,1
76107,remoteness,1,1,1
76108,yoder,1,1,1
76109,cosmogony,2,2,2
76110,substantiates,1,1,1
76111,moribund,1,1,1
76112,rahab,3,2,1
76113,nonreligious,1,1,1
76114,moslims,2,2,1
76115,defiant,1,1,1
76116,treatise,9,6,3
76117,summa,5,4,1
76118,theologica,4,4,1
76119,protoevangelium,2,2,1
76120,forsaking,8,6,1
76121,meta-existent,2,2,1
76122,kalivoda,7,7,1
76123,transitioning,1,1,1
76124,endings,3,3,1
76125,gnash,4,4,2
76126,nicene-constantinopolitan,3,3,1
76127,domineering,4,3,2
76128,christmas-card,1,1,1
76129,disastrously,2,2,2
76130,slights,1,1,1
76131,inattention,1,1,1
76132,futilely,1,1,1
76133,deplore,7,7,3
76134,trappings,3,3,2
76135,sister-in,9,3,2
76136,evaded,2,2,2
76137,temporized,1,1,1
76138,allowances,2,2,1
76139,wretched,3,3,1
76140,hateful,21,21,5
76141,unappeasable,1,1,1
76142,irrevocable,3,3,1
76143,nastily,1,1,1
76144,gloat,1,1,1
76145,vindictiveness,1,1,1
76146,besetting,1,1,1
76147,vices,13,10,5
76148,quieting,1,1,1
76149,disheartening,4,4,2
76150,totures,2,2,1
76151,hermeneia,3,3,1
76152,pauls,2,2,1
76153,galatians,20,16,2
76154,disapointed,1,1,1
76155,brotherman,2,2,1
76156,captialist,4,4,1
76157,enviorment,3,3,1
76158,gensis,4,4,1
76159,subdue,7,7,4
76160,progroms,2,2,1
76161,inquistion,3,3,1
76162,unquestionable,4,4,1
76163,grieve,15,15,4
76164,oneness,10,5,2
76165,pentecostals,9,4,1
76166,reently,1,1,1
76167,delab,3,3,1
76168,vests,5,5,3
76169,crossans,1,1,1
76170,nickelsburg,1,1,1
76171,intertestamental,1,1,1
76172,havard,1,1,1
76173,broached,1,1,1
76174,ludicrious,1,1,1
76175,convicingly,1,1,1
76176,unbeknown,2,2,1
76177,beheading,3,3,2
76178,robbing,15,14,4
76179,riches,6,6,3
76180,untenable,18,16,5
76181,crucification,8,3,1
76182,oser,2,2,1
76183,pasch,1,1,1
76184,pasque,1,1,1
76185,bede,7,2,1
76186,ratione,1,1,1
76187,temporum,1,1,1
76188,anglo-saxon,7,4,2
76189,eastre,1,1,1
76190,personification,2,2,2
76191,istelf,1,1,1
76192,anglo-saxons,1,1,1
76193,knoblech,1,1,1
76194,zeitschrift,1,1,1
76195,sprachwissenschaft,1,1,1
76196,latin-speaking,1,1,1
76197,hebdomada,1,1,1
76198,alba,2,1,1
76199,newly-baptized,1,1,1
76200,baptismal,7,4,2
76201,translaters,1,1,1
76202,eostarum,1,1,1
76203,differnces,1,1,1
76204,sys-mgr,2,2,1
76205,seven-day,3,2,2
76206,week-end,1,1,1
76207,butera,4,3,1
76208,bnook,1,1,1
76209,eighteenth-century,1,1,1
76210,frenchman,1,1,1
76211,monastery,3,2,2
76212,rcc,5,3,1
76213,tithe,3,2,1
76214,chauvinist,2,2,2
76215,sorceress,2,1,1
76216,witches,4,3,2
76217,copulating,1,1,1
76218,hagar,1,1,1
76219,uncertainly,1,1,1
76220,inconsistences,2,1,1
76221,narrations,1,1,1
76222,crosschecks,1,1,1
76223,lesser-known,1,1,1
76224,weeeeelllllll,1,1,1
76225,fudged,1,1,1
76226,contrasts,4,4,2
76227,judizers,1,1,1
76228,condemns,23,19,4
76229,faithfulness,6,4,2
76230,pistis,1,1,1
76231,rebirth,9,9,2
76232,cringes,1,1,1
76233,persuasions,1,1,1
76234,envison,1,1,1
76235,monophysite,13,8,1
76236,arian,5,5,1
76237,trinitarian,13,5,1
76238,baptizing,6,4,2
76239,nrsv,8,5,1
76240,emended,1,1,1
76241,arrgggghhhh,1,1,1
76242,three-fold,5,1,1
76243,fully-developed,1,1,1
76244,baptize,18,11,2
76245,resentful,5,5,2
76246,captive,16,13,3
76247,iitimothy,1,1,1
76248,anullments,3,3,1
76249,szanto,3,2,1
76250,husband-to,1,1,1
76251,wife-to,1,1,1
76252,convenant,3,2,2
76253,thess,6,6,2
76254,deign,6,4,2
76255,stronghold,2,2,2
76256,taber,5,4,1
76257,wilcox,4,4,1
76258,godly,12,9,3
76259,slaveowners,3,3,3
76260,slaveowner,1,1,1
76261,intrigues,2,2,2
76262,emancipated,1,1,1
76263,emancipation,2,2,2
76264,semitic,15,10,2
76265,portrayals,3,3,2
76266,alcoholics,11,8,2
76267,acknowleding,3,3,1
76268,substance-absure,2,2,1
76269,meetinsg,2,2,1
76270,snoopy,2,2,1
76271,observat,1,1,1
76272,sowing,7,6,1
76273,kaan,24,12,2
76274,fenholt,8,5,1
76275,christs,5,5,2
76276,un-important,1,1,1
76277,copt-net,4,2,1
76278,greating,1,1,1
76279,anba,1,1,1
76280,abraam,1,1,1
76281,coptic,27,6,1
76282,nabil,28,21,3
76283,ayoub,4,4,1
76284,weatherhead,4,1,1
76285,parkin,2,2,2
76286,reconcilication,1,1,1
76287,deviousness,1,1,1
76288,mumbo,1,1,1
76289,lumped,8,8,2
76290,hellbound,5,5,1
76291,beleived,3,3,3
